TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691350665.9353518,0.0,-101.06,-12.63,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350665.9453518,0.0,-101.19,-13.25,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350665.955352,0.5118,-101.19,-14.25,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350665.965352,2.0462,-101.19,-14.25,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350665.975352,1.0252,-101.34,-13.31,9.29,4.58,0.0,2.013,,,,,,,,85.0
1691350665.985352,0.0,-101.44,-13.25,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350665.995352,1.0238,-101.38,-13.5,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350666.005352,1.0221,-101.38,-13.5,9.29,4.58,0.0,2.013,,,,,,,,41.0
1691350666.015352,1.0257,-101.47,-13.75,6.0,4.0,0.0,2.013,,,,,,,,41.0
1691350666.025352,1.5354,-101.63,-13.44,6.0,4.0,0.0,2.013,,,,,,,,75.0
1691350666.035352,1.0247,-101.63,-13.44,6.0,4.0,0.0,2.013,,,,,,,,75.0
1691350666.045352,1.0234,-101.81,-13.5,6.0,4.0,0.0,2.013,,,,,,,,75.0
1691350666.055352,1.0242,-101.75,-13.28,6.0,4.0,0.0,2.013,,,,,,,,85.0
1691350666.0653524,2.0484,-101.75,-13.28,6.0,4.0,0.0,2.013,,,,,,,,69.0
1691350666.0753524,1.0238,-101.69,-13.56,6.0,4.0,0.0,2.013,,,,,,,,49.0
1691350666.0853524,2.5595,-101.75,-13.19,5.2,20.71,5.56,2.013,,,,,,,,269.0
1691350666.0953524,2.0476,-102.25,-12.81,5.2,20.71,5.56,2.013,,,,,,,,101.0
1691350666.1053524,2.0507,-102.81,-14.31,0.05,30.0,7.14,2.013,,,,,,,,101.0
