TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_RB,5G_TBS,4G_TBS
1691527794.7956154,0.0,-115.72,-17.66,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8056154,0.0,-114.38,-16.19,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8156154,0.0,-113.81,-15.63,0.9,3.3,0.0,8.767999999999999,,,,,,,,49.0
1691527794.8256154,0.0,-113.81,-15.63,0.9,3.3,0.0,8.767999999999999,,,,,,,,49.0
1691527794.8356154,0.0,-114.28,-13.19,0.9,3.3,0.0,8.767999999999999,,,,,,,,49.0
1691527794.8456154,2.5695,-114.28,-13.19,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8556154,7.6289,-115.69,-15.56,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8656154,0.0,-116.25,-15.69,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8756154,0.0,-116.31,-17.0,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8856153,0.0,-116.44,-15.19,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.8956153,0.0,-116.44,-15.19,0.9,3.3,0.0,8.767999999999999,,,,,,,,63.0
1691527794.9056153,0.0,-116.78,-14.47,0.9,3.3,0.0,8.767999999999999,,,,,,,,63.0
1691527794.9156153,0.0,-117.31,-16.0,0.9,3.3,0.0,8.767999999999999,,,,,,,,63.0
1691527794.9256158,13.3561,-117.31,-16.0,0.9,3.3,0.0,8.767999999999999,,,,,,,,63.0
1691527794.9356158,8.6918,-117.56,-15.75,0.9,3.3,0.0,8.767999999999999,,,,,,,,63.0
1691527794.9456158,0.0,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,7.0
1691527794.9556158,0.0,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,967.0
1691527794.9656155,0.0,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,967.0
1691527794.9756155,0.0,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,967.0
1691527794.9856155,4.6363,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,967.0
1691527794.9956155,6.1489,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,18.0
1691527795.0056155,23.5003,-117.75,-15.94,0.9,3.3,0.0,8.767999999999999,,,,,,,,18.0
1691527795.0156155,9.7612,-119.38,-18.63,0.9,3.3,0.0,8.767999999999999,,,,,,,,18.0
1691527795.0256155,0.0,-118.69,-19.06,4.61,26.0,0.0,8.767999999999999,,,,,,,,18.0
1691527795.0356154,0.0,-118.69,-19.06,4.61,26.0,0.0,8.767999999999999,,,,,,,,1620.0
1691527795.0456154,8.8608,-117.38,-17.38,4.61,26.0,0.0,8.767999999999999,,,,,,,,209.0
1691527795.0556154,5.6455,-117.5,-14.75,4.61,26.0,0.0,8.767999999999999,,,,,,,,209.0
1691527795.0656154,11.2606,-116.75,-15.63,4.61,26.0,0.0,8.767999999999999,,,,,,,,209.0
1691527795.0756154,15.3569,-116.88,-16.88,6.75,26.88,0.0,8.767999999999999,,,,,,,,18.0
1691527795.0856154,22.0116,-116.88,-16.88,6.75,26.88,0.0,8.767999999999999,,,,,,,,7.0
1691527795.0956154,18.4412,-116.63,-15.25,6.75,26.88,0.0,8.767999999999999,,,,,,,,1681.5
1691527795.1056154,6.6454,-116.31,-17.75,6.75,26.88,0.0,8.767999999999999,,,,,,,,1681.5
1691527795.1156154,7.6938,-116.31,-13.88,6.75,26.88,0.0,8.767999999999999,,,,,,,,1681.5
1691527795.1256154,0.0,-116.75,-11.88,6.75,26.88,0.0,8.767999999999999,,,,,,,,1681.5
1691527795.1356153,11.2945,-116.75,-11.88,6.75,26.88,0.0,8.767999999999999,,,,,,,,1681.5
1691527795.1456153,0.0,-116.75,-17.0,9.41,96.14,0.0,8.767999999999999,,,,,,,,1513.5
1691527795.1556153,4.6503,-115.81,-16.81,9.41,96.14,0.0,8.767999999999999,,,,,,,,1018.0
1691527795.1656153,3.5962,-115.81,-16.81,9.41,96.14,0.0,8.767999999999999,,,,,,,,2315.0
1691527795.1756158,54.5494,-115.25,-15.13,9.41,96.14,0.0,8.767999999999999,,,,,,,,1272.6666666666667
1691527795.1856158,8.6875,-115.25,-15.13,9.56,90.43,0.0,8.767999999999999,,,,,,,,3822.0
1691527795.1956158,4.105,-115.25,-18.38,9.56,90.43,0.0,8.767999999999999,,,,,,,,4107.0
1691527795.2056158,11.2651,-116.13,-14.06,9.56,90.43,0.0,8.767999999999999,,,,,,,,2497.0
1691527795.2156155,1.0277,-116.13,-14.06,9.3,92.1,0.0,8.767999999999999,,,,,,,,1111.0
1691527795.2256155,0.0,-114.69,-14.63,9.3,92.1,0.0,8.767999999999999,,,,,,,,11.0
1691527795.2356155,11.3927,-115.06,-14.25,9.3,92.1,0.0,8.767999999999999,,,,,,,,1223.0
1691527795.2456155,46.1123,-115.06,-14.25,9.3,92.1,0.0,8.767999999999999,,,,,,,,685.0
1691527795.2556155,22.0072,-116.0,-16.69,12.6,47.56,21.43,8.767999999999999,,,,,,,,685.0
1691527795.2656155,0.0,-116.63,-18.44,14.83,128.67,46.67,8.767999999999999,,,,,,,,2385.0
1691527795.2756155,0.0,-114.81,-14.5,14.83,128.67,46.67,8.767999999999999,,,,,,,,1299.6666666666667
1691527795.2856154,11.3629,-115.44,-14.19,14.83,128.67,46.67,8.767999999999999,,,,,,,,173.0
1691527795.2956154,1.0248,-115.5,-18.06,12.73,84.67,12.82,8.767999999999999,,,,,,,,7.0
1691527795.3056154,13.2208,-114.94,-19.06,12.73,84.67,12.82,8.767999999999999,,,,,,,,316.0
1691527795.3156154,0.0,-115.06,-14.88,12.73,84.67,12.82,8.767999999999999,,,,,,,,185.0
1691527795.3256154,4.0732,-115.06,-14.88,12.73,84.67,12.82,8.767999999999999,,,,,,,,7.0
1691527795.3356154,42.0681,-115.06,-14.88,12.0,73.51,2.22,8.767999999999999,,,,,,,,1143.0
1691527795.3456154,34.3865,-115.06,-14.88,12.0,73.51,2.22,8.767999999999999,,,,,,,,2123.25
1691527795.3556154,0.0,-113.19,-18.06,12.0,73.51,2.22,8.767999999999999,,,,,,,,1789.5
1691527795.3656154,1.0256,-113.78,-15.69,11.8,122.75,6.82,8.767999999999999,,,,,,,,1836.0
1691527795.3756154,11.2449,-114.0,-16.19,11.8,122.75,6.82,8.767999999999999,,,,,,,,1836.0
1691527795.3856153,5.1037,-114.19,-15.44,11.8,122.75,6.82,8.767999999999999,,,,,,,,1836.0
1691527795.3956153,0.0,-114.19,-15.44,11.8,122.75,6.82,8.767999999999999,,,,,,,,541.0
1691527795.4056153,10.3591,-114.19,-15.44,11.8,122.75,6.82,8.767999999999999,,,,,,,,133.0
1691527795.4156153,50.8609,-113.56,-15.5,11.8,122.75,6.82,8.767999999999999,,,,,,,,133.0
1691527795.4256158,20.8668,-113.06,-21.06,12.57,85.76,15.56,8.767999999999999,,,,,,,,2051.25
1691527795.4356158,5.6734,-112.5,-18.63,12.91,102.45,13.33,8.767999999999999,,,,,,,,1601.5
1691527795.4456158,3.0353,-112.13,-17.75,12.91,102.45,13.33,8.767999999999999,,,,,,,,1764.0
1691527795.4556158,9.7455,-111.88,-13.56,12.91,102.45,13.33,8.767999999999999,,,,,,,,1071.0
1691527795.4656155,7.7373,-111.94,-17.94,12.64,89.12,13.33,8.767999999999999,,,,,,,,1071.0
1691527795.4756155,0.0,-111.88,-14.88,12.64,89.12,13.33,8.767999999999999,,,,,,,,781.6666666666665
1691527795.4856155,28.819000000000003,-111.88,-14.88,12.64,89.12,13.33,8.767999999999999,,,,,,,,1358.25
1691527795.4956155,14.2194,-111.38,-14.0,12.64,89.12,13.33,8.767999999999999,,,,,,,,121.0
1691527795.5056155,49.0026,-111.69,-19.0,11.4,76.37,10.53,8.767999999999999,,,,,,,,121.0
1691527795.5156155,0.0,-111.69,-19.0,11.4,76.37,10.53,8.767999999999999,,,,,,,,1613.0
1691527795.5256155,0.0,-111.69,-19.0,13.0,126.8,6.98,8.767999999999999,,,,,,,,1854.0
1691527795.5356154,6.7629,-112.66,-15.78,13.0,126.8,6.98,8.767999999999999,,,,,,,,129.0
1691527795.5456154,12.2586,-113.13,-14.5,11.3,65.73,9.76,8.767999999999999,,,,,,,,533.0
1691527795.5556154,8.7267,-113.13,-14.5,11.3,65.73,9.76,8.767999999999999,,,,,,,,1527.0
1691527795.5656154,6.6579999999999995,-113.13,-14.5,11.3,65.73,9.76,8.767999999999999,,,,,,,,867.6666666666665
1691527795.5756154,0.0,-113.13,-14.5,11.3,65.73,9.76,8.767999999999999,,,,,,,,964.5
1691527795.5856154,0.0,-113.72,-17.88,13.33,81.58,6.98,8.767999999999999,,,,,,,,590.0
1691527795.5956154,0.0,-113.72,-17.88,13.33,81.58,6.98,8.767999999999999,,,,,,,,1517.5
1691527795.6056154,0.0,-112.25,-18.81,12.92,139.37,2.13,8.767999999999999,,,,,,,,1573.5
1691527795.6156154,0.0,-111.44,-16.69,12.92,139.37,2.13,8.767999999999999,,,,,,,,1573.5
1691527795.6256154,0.0,-111.69,-14.94,12.92,139.37,2.13,8.767999999999999,,,,,,,,1573.5
1691527795.6356153,0.0,-111.94,-14.69,12.21,101.56,2.22,8.767999999999999,,,,,,,,405.0
