TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691529909.2952302,0.0,-98.88,-15.56,,,,,,,,,,,,157.0
1691529909.3052301,0.0,-98.88,-15.56,,,,,,,,,,,,157.0
1691529909.3152301,0.0,-98.88,-15.56,,,,,,,,,,,,157.0
1691529909.3252301,4.6098,-98.88,-15.56,,,,,,,,,,,,157.0
1691529909.33523,4.6066,-98.88,-15.56,,,,,,,,,,,,157.0
1691529909.34523,1.0238,-99.0,-18.5,,,,,,,,,,,,157.0
1691529909.35523,0.0,-99.0,-18.5,,,,,,,,,,,,157.0
1691529909.3652296,0.0,-93.0,-17.13,,,,,,,,,,,,157.0
1691529909.3752296,0.0,-93.88,-9.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.3852296,0.0,-93.88,-9.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.3952296,0.0,-93.88,-9.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.4052296,8.7241,-93.88,-9.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.4152298,3.5858,-93.88,-9.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.42523,5.632000000000001,-93.94,-17.75,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.43523,0.0,-93.13,-15.81,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.44523,0.0,-93.41,-13.66,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.45523,0.0,-93.41,-13.66,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.46523,0.0,-94.0,-15.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.47523,0.0,-94.0,-15.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,157.0
1691529909.48523,0.0,-94.0,-15.69,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,89.0
1691529909.49523,0.0,-95.47,-16.5,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5052302,0.0,-95.47,-16.5,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5152302,0.0,-95.88,-14.38,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5252302,7.6892,-96.88,-13.31,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5352302,3.0708,-96.94,-16.72,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5452302,8.7066,-97.38,-14.06,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5552301,2.5546,-97.38,-14.06,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5652301,6.656000000000001,-97.38,-14.06,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.5752301,4.0935,-99.75,-17.5,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.58523,6.6667,-99.88,-15.0,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.59523,2.5582,-99.88,-15.0,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.60523,7.6938,-100.44,-23.13,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.6152296,3.0546,-100.13,-16.88,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.6252296,3.6002,-100.06,-16.0,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.6352296,35.3245,-100.06,-16.0,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.6452296,2.0492,-100.06,-16.0,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.6552296,3.5826,-100.78,-16.63,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.6652298,5.6405,-100.19,-21.5,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.67523,24.0448,-100.19,-21.5,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.68523,1.023,-99.19,-21.5,,,11.11,,-85.76,-11.4,0.0,17.0,0.043,101.0,2.0,185.0
1691529909.69523,6.6579999999999995,-96.88,-16.31,,,,,-90.39,-13.19,0.0,,0.09,,,157.0
1691529909.70523,2.5631,-96.88,-16.31,,,,,-90.39,-13.19,0.0,,0.09,,,157.0
1691529909.71523,4.0874,-96.63,-18.13,,,,,-90.39,-13.19,0.0,,0.09,,,157.0
1691529909.72523,8.206,-96.63,-18.13,,,,,-90.39,-13.19,0.0,,0.09,,,185.0
1691529909.73523,0.0,-96.63,-18.13,,,,,-90.39,-13.19,0.0,,0.09,,,373.0
1691529909.74523,0.0,-97.63,-9.41,,,,,-90.39,-13.19,0.0,,0.09,,,125.0
1691529909.7552302,85.469,-103.56,-17.25,26.85,2.06,0.0,,,,,,,,,125.0
1691529909.7652302,13.3749,-103.56,-17.25,26.85,2.06,0.0,,,,,,,,,125.0
1691529909.7752302,0.0,-103.56,-17.25,26.85,2.06,0.0,,,,,,,,,125.0
1691529909.7852302,56.6714,-103.56,-17.25,26.85,2.06,0.0,,,,,,,,,125.0
1691529909.7952302,4.6034,-103.56,-17.25,26.85,2.06,0.0,,,,,,,,,125.0
1691529909.8052301,4.6089,-103.56,-17.25,26.85,2.06,0.0,,,,,,,,,125.0
1691529909.8152301,3.0717,-105.0,-16.94,26.85,2.06,0.0,,,,,,,,,113.0
1691529909.8252301,10.2461,-105.63,-19.44,26.85,2.06,0.0,,,,,,,,,113.0
1691529909.83523,34.3074,-105.72,-19.63,26.85,2.06,0.0,,,,,,,,,113.0
1691529909.84523,2.0466,-105.72,-19.63,26.85,2.06,0.0,,,,,,,,,113.0
