TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691524472.277709,0.0,-107.91,-16.31,23.63,2.11,55.56,,,,,,,,,373.0
1691524472.287709,0.0,-107.75,-16.06,23.63,2.11,55.56,,,,,,,,,373.0
1691524472.297709,0.5118,-107.5,-14.25,23.63,2.11,55.56,,,,,,,,,373.0
1691524472.307709,6.1502,-107.38,-15.25,23.63,2.11,55.56,,,,,,,,,185.0
1691524472.317709,2.5592,-107.25,-15.38,23.63,2.11,55.56,,,,,,,,,185.0
1691524472.327709,1.0219,-107.25,-15.38,23.63,2.11,55.56,,,,,,,,,185.0
1691524472.337709,0.0,-106.69,-15.41,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.347709,0.0,-106.69,-15.41,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.357709,0.0,-106.69,-15.41,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.367709,0.0,-106.31,-14.63,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.377709,0.0,-106.31,-14.63,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.387709,3.076,-105.94,-14.38,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.397709,8.1904,-105.69,-16.88,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.4077091,0.0,-105.69,-16.88,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.4177089,4.1001,-105.44,-17.25,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.427709,5.6314,-105.25,-16.88,,,,,-98.09,-16.0,0.0,17.0,0.32299999999999995,101.0,2.0,157.0
1691524472.437709,1.0233,-105.06,-15.5,22.31,13.73,40.0,,,,,,,,,157.0
1691524472.447709,0.0,-105.06,-15.5,22.31,13.73,40.0,,,,,,,,,157.0
1691524472.457709,2.5613,-105.06,-13.75,22.31,13.73,40.0,,,,,,,,,157.0
1691524472.467709,3.0677,-105.13,-14.91,22.31,13.73,40.0,,,,,,,,,157.0
1691524472.477709,1.0213,-105.13,-14.91,22.31,13.73,40.0,,,,,,,,,1063.0
1691524472.487709,0.0,-105.38,-16.31,,,,,,,,,,,,999.0
1691524472.497709,0.0,-105.38,-16.31,,,,,,,,,,,,693.0
1691524472.507709,0.0,-105.38,-16.31,,,,,,,,,,,,517.0
1691524472.517709,0.0,-105.38,-18.19,,,,,,,,,,,,517.0
1691524472.527709,0.0,-105.38,-18.19,,,,,,,,,,,,105.0
1691524472.537709,0.0,-105.31,-15.44,,,18.18,,,,,,,,,113.0
1691524472.547709,0.0,-105.31,-15.44,,,18.18,,,,,,,,,113.0
1691524472.557709,0.0,-105.56,-16.25,,,18.18,,,,,,,,,1143.0
1691524472.567709,0.0,-105.56,-16.25,,,18.18,,,,,,,,,1143.0
1691524472.577709,0.0,-105.56,-16.25,,,18.18,,,,,,,,,1143.0
1691524472.587709,2.562,-106.0,-18.5,13.31,29.95,11.11,,,,,,,,,573.0
1691524472.597709,5.1032,-106.0,-18.5,13.31,29.95,11.11,,,,,,,,,903.0
1691524472.607709,0.0,-106.03,-15.94,13.31,29.95,11.11,,,,,,,,,1143.0
1691524472.617709,13.3053,-106.03,-15.94,13.31,29.95,11.11,,,,,,,,,157.0
1691524472.627709,0.0,-106.28,-17.22,13.31,29.95,11.11,,,,,,,,,1031.0
1691524472.6677089,2.0639,-107.13,-16.31,,,,,-100.57,-18.3,,,,,,9.0
1691524472.677709,3.5858,-107.13,-16.31,,,,,-100.57,-18.3,,,,,,9.0
1691524472.687709,2.0429,-107.25,-17.31,,,,,-100.57,-18.3,,,,,,9.0
1691524472.697709,8.7267,-107.0,-17.13,,,,,-100.57,-18.3,,,,,,89.0
1691524472.707709,5.6264,-106.56,-15.88,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,149.0
1691524472.717709,14.3518,-106.56,-15.88,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,149.0
1691524472.727709,2.5580000000000003,-106.56,-15.88,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,149.0
1691524472.737709,10.7413,-106.97,-15.78,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,149.0
1691524472.747709,12.32,-106.97,-15.78,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,149.0
1691524472.757709,3.0695,-107.75,-17.13,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,15.67,1.78,3512.0,80.571,749.0
1691524472.767709,9.2206,-108.56,-16.19,16.58,22.21,6.25,2.841,-104.63,-19.52,11.76,7.33,1.78,2827.78,96.77799999999999,807.0
1691524472.777709,10.7499,-108.56,-16.19,16.58,22.21,40.0,2.841,-104.63,-19.52,11.76,7.33,1.78,2827.78,96.77799999999999,645.0
1691524472.787709,6.6513,-109.44,-17.53,18.67,11.21,40.0,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,529.0
1691524472.797709,4.6048,-109.44,-17.53,18.67,11.21,30.0,2.841,-104.63,-19.52,11.76,17.0,1.78,101.0,2.0,533.0
