TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691336722.5082939,0.0,-77.44,-11.78,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.5182939,0.0,-77.56,-11.81,19.38,2.64,0.0,19.104,,,,,,,,87.0
1691336722.5282938,0.5124,-77.41,-10.38,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.5382938,9.6989,-77.41,-10.38,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.5482938,0.0,-77.41,-10.38,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.558294,0.0,-77.56,-10.53,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.568294,0.0,-77.75,-13.0,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.578294,2.0521,-77.75,-13.0,19.38,2.64,0.0,19.104,,,,,,,,105.0
1691336722.588294,0.0,-77.75,-13.0,19.38,2.64,0.0,19.104,,,,,,,,75.0
1691336722.598294,19.974,-77.97,-12.28,19.38,2.64,0.0,19.104,,,,,,,,75.0
1691336722.608294,0.0,-77.69,-12.52,19.38,2.64,0.0,19.104,,,,,,,,75.0
1691336722.618294,0.0,-77.69,-12.52,19.38,2.64,0.0,19.104,,,,,,,,69.0
1691336722.628294,0.0,-77.59,-11.88,19.38,2.64,8.33,19.104,,,,,,,,97.0
1691336722.6382942,0.0,-77.59,-11.88,19.38,2.64,8.33,19.104,,,,,,,,97.0
1691336722.6482944,5.6365,-77.59,-11.88,19.38,2.64,8.33,19.104,,,,,,,,97.0
1691336722.6582944,23.0631,-77.78,-12.69,19.38,2.64,8.33,19.104,,,,,,,,93.0
1691336722.6682944,14.3274,-78.19,-11.56,19.38,2.64,8.33,19.104,,,,,,,,93.0
1691336722.6782944,0.0,-78.13,-11.63,16.5,24.93,8.33,19.104,,,,,,,,85.0
1691336722.6882944,0.0,-78.13,-11.63,16.5,24.93,7.69,19.104,,,,,,,,2481.0
1691336722.6982944,0.0,-78.13,-11.63,16.5,24.93,7.69,19.104,,,,,,,,3422.0
1691336722.7082944,2.0474,-78.63,-12.88,19.25,60.5,7.69,19.104,,,,,,,,3422.0
1691336722.718294,1.0061,-79.19,-14.75,19.25,60.5,7.69,19.104,,,,,,,,79.0
1691336722.728294,40.6846,-79.06,-12.13,19.25,60.5,7.69,19.104,,,,,,,,105.0
1691336722.738294,22.9505,-79.56,-11.0,19.25,60.5,0.0,19.104,,,,,,,,2961.0
1691336722.7482939,21.0742,-80.25,-12.81,19.25,60.5,0.0,19.104,,,,,,,,3182.0
1691336722.7582939,5.1103,-80.81,-12.84,19.47,40.31,0.0,19.104,,,,,,,,3182.0
1691336722.7682939,0.0,-80.56,-11.5,19.47,40.31,0.0,19.104,,,,,,,,3182.0
1691336722.7782938,0.0,-80.5,-11.63,19.47,40.31,12.5,19.104,,,,,,,,3182.0
1691336722.7882938,4.6075,-80.5,-11.63,19.47,40.31,12.5,19.104,,,,,,,,69.0
1691336722.7982938,22.0557,-80.5,-13.06,19.14,34.47,12.5,19.104,,,,,,,,2196.0
1691336722.808294,26.624000000000002,-80.5,-10.63,19.14,34.47,0.0,19.104,,,,,,,,2961.0
1691336722.818294,19.4346,-80.06,-10.19,19.14,34.47,0.0,19.104,,,,,,,,1431.0
1691336722.828294,12.2782,-80.19,-10.81,19.2,54.3,0.0,19.104,,,,,,,,709.0
1691336722.838294,19.998,-80.13,-14.44,19.2,54.3,0.0,19.104,,,,,,,,709.0
1691336722.848294,25.0454,-80.13,-14.44,19.2,54.3,0.0,19.104,,,,,,,,75.0
1691336722.858294,26.6507,-80.0,-10.69,19.1,31.08,8.33,19.104,,,,,,,,2865.0
1691336722.868294,6.6454,-79.69,-10.44,19.1,31.08,8.33,19.104,,,,,,,,3182.0
1691336722.878294,34.8753,-79.69,-10.44,19.1,31.08,8.33,19.104,,,,,,,,3422.0
1691336722.8882942,23.0262,-79.81,-11.91,18.74,62.6,5.0,19.104,,,,,,,,3422.0
1691336722.8982944,13.315999999999999,-79.81,-11.91,18.74,62.6,5.0,19.104,,,,,,,,3182.0
1691336722.9082944,40.9969,-80.13,-9.31,19.9,56.8,0.0,19.104,,,,,,,,3422.0
1691336722.9182944,29.6723,-80.19,-8.56,19.9,56.8,0.0,19.104,,,,,,,,3422.0
1691336722.9282944,6.6513,-80.25,-11.56,19.44,50.2,0.0,19.104,,,,,,,,75.0
1691336722.9382944,35.3846,-80.25,-11.56,19.44,50.2,0.0,19.104,,,,,,,,3182.0
1691336722.9482944,5.1128,-80.25,-11.56,19.44,50.2,0.0,19.104,,,,,,,,3542.0
1691336722.9582944,39.988,-80.19,-11.63,20.82,60.71,0.0,19.104,,,,,,,,2961.0
