TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_RB,5G_TBS,4G_TBS
1691504839.623584,33.6741,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,0.0,55.365,76.33,281.0,11.0
1691504839.633584,59.0098,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,0.0,55.365,76.33,281.0,11.0
1691504839.643584,58.9566,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,0.0,55.365,76.33,281.0,11.0
1691504839.653584,5.6416,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,12.0,55.365,49.15,5872.08,11.0
1691504839.663584,73.0334,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,15.0,55.365,67.67,8762.42,11.0
1691504839.673584,85.1026,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,15.0,55.365,71.0,9200.33,11.0
1691504839.683584,29.2103,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.0,55.365,79.0,8709.0,11.0
1691504839.693584,56.538000000000004,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,12.88,55.365,60.0,6484.25,11.0
1691504839.703584,41.626000000000005,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.0,55.365,61.08,6691.83,11.0
1691504839.713584,20.948,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,12.88,55.365,76.0,8277.0,11.0
1691504839.723584,1.024,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.0,55.365,71.73,7894.09,11.0
1691504839.733584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,12.92,55.365,65.0,7076.08,11.0
1691504839.743584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.0,55.365,63.0,6915.5,11.0
1691504839.753584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.0,55.365,65.67,7225.33,11.0
1691504839.763584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.75,55.365,70.33,8279.75,11.0
1691504839.773584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.75,55.365,70.33,8279.75,11.0
1691504839.7835839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,13.83,55.365,63.0,7477.85,11.0
1691504839.7935839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,2.25,14.0,55.365,73.0,8737.5,11.0
1691504839.803584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,13.8,52.021,71.08,8258.5,11.0
1691504839.813584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,13.8,52.021,57.0,7027.0,11.0
1691504839.8235838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,14.0,52.021,66.56,7967.11,11.0
1691504839.8335838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,13.9,52.021,71.0,8414.82,11.0
1691504839.8435838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,14.0,52.021,75.57,8907.0,11.0
1691504839.8535838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,13.4,52.021,56.13,6449.25,11.0
1691504839.8635838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,13.0,52.021,62.33,6984.75,11.0
1691504839.873584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,13.0,52.021,62.33,6984.75,11.0
1691504839.883584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,12.95,52.021,64.2,7028.0,11.0
1691504839.893584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,12.12,12.88,52.021,66.0,7212.25,11.0
1691504839.903584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.52,-11.02,8.77,13.0,24.298000000000002,66.0,7260.25,11.0
1691504839.913584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,12.86,24.298000000000002,56.0,6107.38,11.0
1691504839.923584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.0,24.298000000000002,25.29,2744.43,11.0
1691504839.933584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.0,24.298000000000002,9.67,1056.33,11.0
1691504839.943584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.9,24.298000000000002,53.0,6487.67,11.0
1691504839.953584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.9,24.298000000000002,53.0,6487.67,11.0
1691504839.963584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,9.33,24.298000000000002,35.25,4522.25,11.0
1691504839.973584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.0,24.298000000000002,75.0,8261.0,11.0
1691504839.983584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.0,24.298000000000002,75.0,8261.0,11.0
1691504839.993584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,8.77,13.0,24.298000000000002,51.57,5662.86,11.0
1691504840.003584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,13.0,39.982,47.33,5151.33,11.0
1691504840.013584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,12.71,39.982,64.78,6994.33,11.0
1691504840.023584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,13.0,39.982,73.29,8068.71,11.0
1691504840.0335839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,12.92,39.982,67.67,7383.17,11.0
1691504840.0435839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,13.0,39.982,62.0,6819.5,11.0
1691504840.053584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,12.8,39.982,57.43,6440.14,11.0
1691504840.063584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,13.0,39.982,72.0,7932.5,11.0
1691504840.0735838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,13.0,39.982,60.33,6638.0,11.0
1691504840.0835838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.25,-11.06,10.34,13.0,39.982,65.0,7155.75,11.0
1691504840.0935838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,10.34,12.95,39.982,65.0,7111.15,11.0
1691504840.1035838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,13.0,34.308,72.11,7911.89,11.0
1691504840.1135838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,13.0,34.308,72.11,7911.89,11.0
1691504840.123584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,13.0,34.308,76.33,8410.33,11.0
1691504840.133584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,12.73,34.308,62.5,6584.36,11.0
1691504840.143584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,12.73,34.308,62.5,6584.36,11.0
1691504840.153584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,11.57,34.308,57.29,5406.86,11.0
1691504840.163584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,10.9,34.308,62.42,5612.58,11.0
1691504840.173584,621.0243,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,8.56,34.308,52.33,4041.78,11.0
1691504840.183584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,10.0,34.308,72.33,6105.67,11.0
1691504840.193584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,11.9,10.0,34.308,71.5,6036.0,11.0
1691504840.203584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,1.11,10.5,47.26,71.0,6227.5,11.0
1691504840.213584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,1.11,10.25,47.26,68.0,5898.88,11.0
1691504840.223584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,1.11,10.25,47.26,68.0,5898.88,11.0
1691504840.233584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,1.11,11.0,47.26,66.43,6018.86,11.0
1691504840.243584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.63,-10.95,1.11,11.0,47.26,67.0,6083.25,11.0
1691504840.253584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,1.11,10.83,47.26,69.0,6184.08,11.0
1691504840.263584,758.4996,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,1.11,11.0,47.26,73.08,6621.92,11.0
1691504840.273584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,1.11,10.82,47.26,76.09,6834.27,11.0
1691504840.2835839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,1.11,11.0,47.26,68.0,6171.25,11.0
1691504840.2935839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,1.11,11.0,47.26,69.0,6250.63,11.0
1691504840.303584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.0,40.045,69.0,6250.63,11.0
1691504840.313584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.55,40.045,69.55,6677.27,11.0
1691504840.3235838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.0,40.045,71.67,6617.0,11.0
1691504840.3335838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,10.83,40.045,69.67,6242.75,11.0
1691504840.3435838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.63,40.045,73.0,7084.38,11.0
1691504840.3535838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.86,40.045,75.57,7483.14,11.0
1691504840.3635838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,12.0,40.045,79.0,7941.0,11.0
1691504840.373584,926.8127,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.67,40.045,56.33,5399.83,11.0
1691504840.383584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,11.86,40.045,64.14,6339.57,11.0
1691504840.393584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,4.11,12.0,40.045,65.67,6574.67,11.0
1691504840.403584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-92.77,-10.98,0.0,12.0,49.723,73.0,7332.42,11.0
1691504840.413584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,11.88,49.723,65.0,6419.38,11.0
1691504840.423584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,12.0,49.723,71.67,7188.5,11.0
1691504840.433584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,12.0,49.723,71.67,7204.0,11.0
1691504840.443584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,12.42,49.723,73.0,7620.75,11.0
1691504840.453584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,12.25,49.723,49.0,4994.5,11.0
1691504840.463584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,13.0,49.723,77.55,8545.73,11.0
1691504840.473584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,13.0,49.723,75.0,8261.0,11.0
1691504840.483584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,13.0,49.723,63.0,6927.75,11.0
1691504840.493584,824.9002,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,0.0,12.63,49.723,63.0,6690.88,11.0
1691504840.503584,39.4477,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,2.27,13.0,54.138000000000005,72.0,7924.0,11.0
1691504840.513584,68.6355,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,2.27,12.91,54.138000000000005,73.91,8069.0,11.0
1691504840.523584,55.8247,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,2.27,13.0,54.138000000000005,68.87,7573.53,11.0
1691504840.5335839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,2.27,13.13,54.138000000000005,64.0,7076.38,11.0
1691504840.5435839,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,2.27,14.0,54.138000000000005,79.0,9474.0,11.0
1691504840.553584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.95,-11.09,2.27,14.0,54.138000000000005,72.33,8663.5,11.0
1691504840.563584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,2.27,14.0,54.138000000000005,70.0,8386.5,11.0
1691504840.5735838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,2.27,13.75,54.138000000000005,66.33,7762.67,11.0
1691504840.5835838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,2.27,14.0,54.138000000000005,71.0,8514.75,11.0
1691504840.5935838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,2.27,13.86,54.138000000000005,67.44,8001.89,11.0
1691504840.6035838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,14.0,47.667,67.27,8057.8,11.0
1691504840.6135838,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,14.0,47.667,67.27,8057.8,11.0
1691504840.623584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,13.0,47.667,79.0,8709.0,11.0
1691504840.633584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,14.0,47.667,49.4,5916.1,11.0
1691504840.643584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,14.0,47.667,67.5,8082.31,11.0
1691504840.653584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,14.0,47.667,67.5,8082.31,11.0
1691504840.663584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,13.94,47.667,63.0,7482.06,11.0
1691504840.673584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,13.88,47.667,51.0,6025.88,11.0
1691504840.683584,0.0,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,14.55,47.667,44.09,5489.64,11.0
1691504840.693584,805.0314,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,0.0,15.0,47.667,44.33,5676.67,11.0
1691504840.703584,79.4235,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,1.37,15.0,51.24100000000001,44.33,5676.67,11.0
1691504840.713584,36.3048,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.07,-10.91,1.37,15.0,51.24100000000001,61.0,7909.25,11.0
1691504840.723584,54.2503,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.1,-11.12,1.37,15.0,51.24100000000001,58.73,7599.4,11.0
1691504840.733584,47.1606,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.1,-11.12,1.37,14.63,51.24100000000001,51.0,6410.88,11.0
1691504840.743584,39.3335,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.1,-11.12,1.37,15.0,51.24100000000001,79.0,10247.0,11.0
1691504840.753584,77.4825,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.1,-11.12,1.37,14.88,51.24100000000001,76.0,9750.25,11.0
1691504840.763584,92.48700000000001,-100.25,-10.44,9.57,28.96,0.0,3.955,-93.1,-11.12,1.37,15.0,51.24100000000001,61.55,7964.82,11.0
