TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691356638.286942,0.0,-110.63,-12.31,10.67,12.0,20.0,1.011,,,,,,,,121.0
1691356638.296942,0.512,-110.75,-13.81,10.67,12.0,20.0,1.011,,,,,,,,121.0
1691356638.306942,0.0,-110.5,-10.81,10.67,12.0,20.0,1.011,,,,,,,,105.0
1691356638.316942,1.0253,-110.5,-10.81,10.67,12.0,20.0,1.011,,,,,,,,113.0
1691356638.326942,1.0239,-110.5,-10.81,10.67,12.0,20.0,1.011,,,,,,,,113.0
1691356638.336942,4.0997,-110.47,-11.47,10.67,12.0,20.0,1.011,,,,,,,,113.0
1691356638.346942,0.0,-110.19,-10.56,10.67,12.0,20.0,1.011,,,,,,,,137.0
1691356638.356942,1.5394,-110.19,-10.56,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.366942,1.0231,-110.75,-10.5,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.376942,1.025,-111.75,-15.44,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.386942,0.0,-111.69,-11.5,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.396942,2.0517,-111.88,-11.13,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.406942,0.0,-111.88,-11.13,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.416942,2.5618,-111.88,-11.13,10.67,12.0,20.0,1.011,,,,,,,,389.0
1691356638.426942,0.0,-111.66,-10.94,10.67,12.0,12.5,1.011,,,,,,,,389.0
1691356638.436942,0.0,-111.66,-10.94,10.67,12.0,12.5,1.011,,,,,,,,101.0
1691356638.446942,1.0313,-111.94,-13.06,10.67,12.0,12.5,1.011,,,,,,,,101.0
1691356638.456942,2.0354,-111.94,-13.06,10.67,12.0,12.5,1.011,,,,,,,,121.0
1691356638.466942,0.0,-111.06,-10.19,10.67,12.0,12.5,1.011,,,,,,,,121.0
1691356638.476942,1.0243,-110.75,-12.13,10.67,12.0,12.5,1.011,,,,,,,,149.0
1691356638.486942,1.0242,-110.75,-12.13,10.67,12.0,12.5,1.011,,,,,,,,149.0
