TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691442258.504703,0.0,-89.69,-15.19,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.514703,2.5651,-89.44,-12.5,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.524703,7.6677,-89.44,-13.88,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.534703,0.0,-88.81,-14.25,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.544703,0.0,-88.06,-11.94,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.554703,0.0,-88.06,-11.94,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.564703,0.0,-88.19,-11.44,17.5,2.5,0.0,24.81,,,,,,,,217.0
1691442258.574703,0.0,-88.19,-11.44,17.5,2.5,0.0,24.81,,,,,,,,157.0
1691442258.584703,6.6587,-89.16,-10.59,17.5,2.5,0.0,24.81,,,,,,,,157.0
1691442258.594703,0.0,-89.94,-10.13,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.604703,0.0,-90.63,-11.81,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.614703,15.3339,-90.69,-12.38,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.624703,0.0,-90.69,-12.38,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.6347034,0.0,-90.31,-13.25,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.6447034,0.0,-90.31,-13.25,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.6547034,0.0,-88.56,-13.21,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.6647034,12.2941,-88.56,-13.21,17.5,2.5,0.0,24.81,,,,,,,,469.0
1691442258.6747034,1.0071,-88.38,-11.94,17.5,2.5,0.0,24.81,,,,,,,,201.0
1691442258.6847029,0.0,-88.38,-11.94,17.5,2.5,0.0,24.81,,,,,,,,201.0
1691442258.6947029,9.7916,-88.22,-11.81,17.5,2.5,0.0,24.81,,,,,,,,201.0
1691442258.7047029,21.0214,-88.38,-11.81,17.5,2.5,0.0,24.81,,,,,,,,133.0
1691442258.7147028,0.0,-88.38,-11.94,17.5,2.5,0.0,24.81,,,,,,,,133.0
1691442258.7247028,0.0,-88.31,-11.25,17.5,2.5,0.0,24.81,,,,,,,,133.0
1691442258.7347028,0.0,-88.13,-14.0,17.5,2.5,0.0,24.81,,,,,,,,133.0
1691442258.7447028,0.0,-87.63,-11.63,21.7,21.67,11.11,24.81,,,,,,,,133.0
1691442258.754703,9.7387,-86.78,-12.66,21.7,21.67,11.11,24.81,,,,,,,,133.0
1691442258.764703,12.2574,-86.78,-12.66,21.7,21.67,11.11,24.81,,,,,,,,133.0
1691442258.774703,1.0261,-85.88,-12.28,21.7,21.67,11.11,24.81,,,,,,,,209.0
