TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691420062.9139452,0.0,-94.31,-16.25,16.5,2.4,20.0,10.556,,,,,,,,193.0
1691420062.9239454,10.241,-94.27,-14.21,16.5,2.4,20.0,10.556,,,,,,,,193.0
1691420062.9339454,0.0,-94.56,-16.63,16.5,2.4,20.0,10.556,,,,,,,,349.0
1691420062.9439454,0.0,-94.75,-14.06,16.5,2.4,20.0,10.556,,,,,,,,349.0
1691420062.9539454,0.0,-94.44,-17.63,16.5,2.4,20.0,10.556,,,,,,,,349.0
1691420062.9639454,0.0,-94.56,-16.13,16.5,2.4,20.0,10.556,,,,,,,,269.0
1691420062.9739454,7.69,-94.56,-16.13,16.5,2.4,20.0,10.556,,,,,,,,173.0
1691420062.9839454,14.3374,-94.56,-14.44,16.5,2.4,20.0,10.556,,,,,,,,173.0
1691420062.9939454,0.0,-94.56,-14.44,16.5,2.4,20.0,10.556,,,,,,,,173.0
1691420063.0039449,0.0,-95.0,-17.09,16.5,2.4,20.0,10.556,,,,,,,,317.0
1691420063.0139449,5.6297,-95.0,-17.09,16.5,2.4,20.0,10.556,,,,,,,,317.0
1691420063.0239449,16.3955,-95.13,-15.28,16.5,2.4,16.67,10.556,,,,,,,,317.0
1691420063.0339448,15.3569,-95.13,-15.28,18.5,3.71,16.67,10.556,,,,,,,,317.0
1691420063.0439453,4.5993,-94.53,-15.72,18.5,3.71,16.67,10.556,,,,,,,,185.0
1691420063.0539453,18.4745,-94.53,-15.72,18.5,3.71,16.67,10.556,,,,,,,,185.0
1691420063.0639453,14.335999999999999,-94.53,-15.72,18.5,3.71,16.67,10.556,,,,,,,,177.0
1691420063.0739453,19.968,-94.53,-15.72,18.5,3.71,16.67,10.556,,,,,,,,177.0
1691420063.0839453,18.4338,-93.72,-17.03,14.6,32.36,23.08,10.556,,,,,,,,349.0
1691420063.0939453,17.9218,-93.38,-17.94,14.6,32.36,23.08,10.556,,,,,,,,349.0
1691420063.1039453,15.36,-93.19,-16.38,14.6,32.36,23.08,10.556,,,,,,,,2052.0
1691420063.1139452,4.0927,-92.69,-15.69,8.93,59.2,5.88,10.556,,,,,,,,2196.0
1691420063.1239452,31.2382,-92.0,-14.63,8.93,59.2,5.88,10.556,,,,,,,,1143.0
1691420063.1339452,5.1083,-91.75,-17.94,8.93,59.2,5.88,10.556,,,,,,,,1143.0
1691420063.1439452,20.0241,-91.81,-16.06,8.93,59.2,5.88,10.556,,,,,,,,2292.0
1691420063.1539452,11.2595,-92.06,-16.06,11.07,50.29,0.0,10.556,,,,,,,,2124.0
1691420063.1639452,21.9962,-92.69,-15.25,11.07,50.29,0.0,10.556,,,,,,,,2577.0
1691420063.1739454,17.4359,-93.06,-17.19,11.19,53.88,0.0,10.556,,,,,,,,1980.0
1691420063.1839454,13.2987,-93.69,-14.94,11.19,53.88,6.25,10.556,,,,,,,,2052.0
1691420063.1939454,9.2762,-93.88,-16.44,8.42,61.8,6.25,10.556,,,,,,,,2052.0
1691420063.2039454,18.8077,-94.38,-15.19,8.42,61.8,0.0,10.556,,,,,,,,2481.0
1691420063.2139454,3.0748,-94.13,-17.06,10.05,61.6,0.0,10.556,,,,,,,,1908.0
1691420063.2239454,17.3906,-93.56,-17.94,10.05,61.6,0.0,10.556,,,,,,,,2292.0
1691420063.2339454,3.5786,-93.56,-17.94,12.1,49.25,0.0,10.556,,,,,,,,2673.0
1691420063.2439454,16.4218,-94.5,-16.94,12.1,49.25,0.0,10.556,,,,,,,,2673.0
1691420063.2539449,12.3015,-94.44,-17.5,12.47,60.33,0.0,10.556,,,,,,,,3182.0
1691420063.2639449,13.2524,-94.56,-15.06,12.47,60.33,5.56,10.556,,,,,,,,2769.0
1691420063.2739449,11.828,-94.44,-17.06,12.47,60.33,5.56,10.556,,,,,,,,2673.0
1691420063.2839448,14.7253,-94.56,-17.06,16.36,45.61,44.44,10.556,,,,,,,,2385.0
1691420063.2939453,12.8214,-94.56,-16.5,10.06,57.79,44.44,10.556,,,,,,,,2673.0
1691420063.3039453,15.3846,-94.75,-14.31,10.06,57.79,5.26,10.556,,,,,,,,2577.0
1691420063.3139453,12.2978,-95.0,-16.5,9.84,61.35,5.26,10.556,,,,,,,,2673.0
1691420063.3239453,11.7713,-95.0,-16.5,9.84,61.35,5.0,10.556,,,,,,,,1191.0
1691420063.3339453,17.9182,-94.84,-16.69,8.06,55.37,5.0,10.556,,,,,,,,1692.0
1691420063.3439453,3.0692,-93.81,-15.75,8.06,55.37,21.05,10.556,,,,,,,,1836.0
1691420063.3539453,24.6795,-93.88,-17.06,8.06,55.37,21.05,10.556,,,,,,,,1620.0
1691420063.3639452,18.547,-94.0,-17.44,9.12,47.58,10.53,10.556,,,,,,,,1431.0
1691420063.3739452,15.8171,-93.94,-17.88,9.53,42.21,10.53,10.556,,,,,,,,1692.0
1691420063.3839452,3.9879,-93.69,-18.19,9.53,42.21,5.26,10.556,,,,,,,,2196.0
