TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_TBS,5G_RB,4G_TBS
1691528885.740333,0.0,-89.31,-10.81,17.5,3.25,0.0,9.836,,,,,,,,217.0
1691528885.750333,0.5114,-89.31,-10.81,17.5,3.25,0.0,9.836,,,,,,,,261.0
1691528885.760333,0.0,-89.56,-6.11,17.5,3.25,0.0,9.836,,,,,,,,261.0
1691528885.770333,0.0,-89.56,-6.11,17.5,3.25,0.0,9.836,,,,,,,,285.0
1691528885.780333,9.7485,-89.81,-7.53,17.5,3.25,0.0,9.836,,,,,,,,285.0
1691528885.790333,0.0,-89.81,-7.53,17.5,3.25,0.0,9.836,,,,,,,,285.0
1691528885.800333,0.0,-90.94,-5.38,17.5,3.25,0.0,9.836,,,,,,,,285.0
1691528885.810333,0.0,-90.94,-5.38,17.5,3.25,0.0,9.836,,,,,,,,225.0
1691528885.820333,0.0,-91.63,-10.06,17.5,3.25,0.0,9.836,,,,,,,,225.0
1691528885.830333,2.0476,-91.31,-7.13,15.14,3.88,0.0,9.836,,,,,,,,225.0
1691528885.840333,0.0,-91.88,-9.06,15.14,3.88,0.0,9.836,,,,,,,,225.0
1691528885.850333,1.0259,-90.69,-9.56,15.14,3.88,0.0,9.836,,,,,,,,249.0
1691528885.860333,17.4237,-90.69,-9.56,15.14,3.88,0.0,9.836,,,,,,,,249.0
1691528885.8703332,1.0198,-90.53,-6.94,15.14,3.88,0.0,9.836,,,,,,,,249.0
1691528885.8803332,0.0,-90.53,-6.94,15.14,3.88,0.0,9.836,,,,,,,,249.0
1691528885.8903332,0.0,-90.88,-4.44,15.14,3.88,16.67,9.836,,,,,,,,249.0
1691528885.9003332,0.0,-92.0,-6.25,15.14,3.88,16.67,9.836,,,,,,,,249.0
1691528885.9103332,4.6108,-92.38,-8.94,15.14,3.88,16.67,9.836,,,,,,,,249.0
1691528885.9203331,2.0482,-91.56,-8.0,15.14,3.88,16.67,9.836,,,,,,,,249.0
1691528885.9303331,5.1262,-91.47,-4.31,15.14,3.88,16.67,9.836,,,,,,,,269.0
1691528885.9403331,7.6616,-91.69,-5.5,15.14,3.88,16.67,9.836,,,,,,,,269.0
1691528885.950333,13.3373,-92.19,-7.56,15.14,3.88,16.67,9.836,,,,,,,,999.0
1691528885.960333,10.7671,-92.19,-7.56,15.14,3.88,16.67,9.836,,,,,,,,999.0
1691528885.970333,0.0,-92.19,-7.56,15.14,3.88,16.67,9.836,,,,,,,,241.0
1691528885.980333,0.0,-91.0,-9.13,17.67,22.6,21.43,9.836,,,,,,,,1239.0
1691528885.990333,0.0,-90.5,-7.38,17.67,22.6,21.43,9.836,,,,,,,,1239.0
1691528886.000333,0.0,-90.5,-7.38,17.67,22.6,21.43,9.836,,,,,,,,1239.0
1691528886.010333,16.43,-90.81,-7.56,17.67,22.6,21.43,9.836,,,,,,,,233.0
1691528886.020333,11.7678,-90.69,-6.81,17.67,22.6,21.43,9.836,,,,,,,,2481.0
1691528886.030333,17.4219,-90.69,-6.81,14.53,29.31,6.25,9.836,,,,,,,,97.0
1691528886.040333,3.0653,-90.69,-6.81,14.53,29.31,6.25,9.836,,,,,,,,97.0
1691528886.050333,18.4745,-89.69,-7.16,14.53,29.31,6.25,9.836,,,,,,,,97.0
1691528886.060333,1.536,-89.25,-6.63,14.53,29.31,6.25,9.836,,,,,,,,935.0
1691528886.070333,11.7819,-89.25,-6.63,14.53,29.31,6.25,9.836,,,,,,,,1764.0
1691528886.080333,15.0,-89.5,-4.38,15.77,19.31,0.0,9.836,,,,,,,,1239.0
1691528886.090333,16.2773,-90.06,-8.13,15.77,19.31,0.0,9.836,,,,,,,,2052.0
1691528886.100333,11.2505,-90.31,-6.5,15.21,19.9,5.0,9.836,,,,,,,,967.0
1691528886.110333,15.8673,-90.28,-7.0,15.21,19.9,5.0,9.836,,,,,,,,999.0
