TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_RB,5G_TBS,4G_TBS
1691428659.0037274,0.0,-93.56,-14.88,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.0137274,0.0,-93.13,-12.13,5.67,40.0,14.81,7.053999999999999,,,,,,,,161.0
1691428659.0237277,0.0,-92.5,-11.19,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.0337276,0.0,-92.5,-11.19,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.0437276,0.0,-91.94,-12.69,5.67,40.0,14.81,7.053999999999999,,,,,,,,161.0
1691428659.0537276,3.5829,-91.94,-12.69,5.67,40.0,14.81,7.053999999999999,,,,,,,,161.0
1691428659.0637276,5.4277,-91.94,-12.69,5.67,40.0,14.81,7.053999999999999,,,,,,,,161.0
1691428659.0737276,0.0,-91.5,-12.16,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.0837276,0.0,-90.94,-13.81,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.0937276,0.0,-91.19,-11.56,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.1037276,1.0349,-91.19,-11.56,5.67,40.0,14.81,7.053999999999999,,,,,,,,2769.0
1691428659.1137276,6.6407,-91.13,-9.44,5.67,40.0,14.81,7.053999999999999,,,,,,,,177.0
1691428659.1237276,14.1983,-91.19,-12.56,5.67,40.0,14.81,7.053999999999999,,,,,,,,11.0
1691428659.1337278,0.0,-91.44,-11.38,4.3,29.35,17.14,7.053999999999999,,,,,,,,11.0
1691428659.1437278,0.0,-92.06,-14.13,4.3,29.35,17.14,7.053999999999999,,,,,,,,11.0
1691428659.1537278,10.765999999999998,-92.38,-11.56,4.3,29.35,17.14,7.053999999999999,,,,,,,,137.0
1691428659.1637278,2.5595,-92.56,-10.25,4.3,29.35,17.14,7.053999999999999,,,,,,,,1579.5
1691428659.1737278,13.2221,-92.56,-10.25,4.3,29.35,17.14,7.053999999999999,,,,,,,,1980.0
1691428659.1837275,6.7056,-92.44,-9.88,4.3,29.35,17.14,7.053999999999999,,,,,,,,11.0
1691428659.1937275,0.0,-92.06,-13.06,4.3,29.35,17.14,7.053999999999999,,,,,,,,11.0
1691428659.2037275,4.1349,-92.06,-14.63,6.5,65.33,14.63,7.053999999999999,,,,,,,,1501.5
1691428659.2137275,8.6676,-92.06,-11.0,6.5,65.33,14.63,7.053999999999999,,,,,,,,696.0
1691428659.2237275,16.8371,-92.13,-11.88,6.5,65.33,14.63,7.053999999999999,,,,,,,,754.0
1691428659.2337275,5.1483,-92.13,-11.88,6.5,65.33,14.63,7.053999999999999,,,,,,,,754.0
1691428659.2437274,0.0,-91.38,-10.13,6.5,65.33,14.63,7.053999999999999,,,,,,,,754.0
1691428659.2537274,6.6361,-91.69,-12.44,7.22,48.71,0.0,7.053999999999999,,,,,,,,166.0
1691428659.2637274,0.0,-91.75,-10.63,7.22,48.71,0.0,7.053999999999999,,,,,,,,285.0
1691428659.2737277,10.2842,-91.75,-11.31,7.22,48.71,0.0,7.053999999999999,,,,,,,,11.0
1691428659.2837276,19.4307,-91.63,-10.63,7.22,48.71,0.0,7.053999999999999,,,,,,,,728.0
1691428659.2937276,0.0,-92.25,-10.75,7.25,43.5,0.0,7.053999999999999,,,,,,,,381.0
1691428659.3037276,2.5582,-92.88,-11.81,2.5,4.0,0.0,7.053999999999999,,,,,,,,11.0
1691428659.3137276,7.6792,-92.88,-14.06,2.5,4.0,0.0,7.053999999999999,,,,,,,,1381.75
1691428659.3237276,4.0944,-92.88,-14.06,2.5,4.0,0.0,7.053999999999999,,,,,,,,2320.5
1691428659.3337276,22.4808,-93.91,-12.56,2.5,4.0,0.0,7.053999999999999,,,,,,,,1127.0
1691428659.3437276,2.0303,-94.13,-13.06,2.5,4.0,0.0,7.053999999999999,,,,,,,,1127.0
