TIME_STAMP,Throughput,4G_RSRP,4G_RSRQ,4G_MCS,4G_RB,4G_BLER,4G_MAC_Total_Throughput,5G_RSRP,5G_RSRQ,5G_BLER,5G_MCS,5G_MAC_Total_Throughput,5G_RB,5G_TBS,4G_TBS
1691433763.59908,0.0,-104.91,-13.66,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,63.0
1691433763.60908,0.0,-104.75,-13.09,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.61908,0.0,-104.72,-13.47,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,19.5
1691433763.62908,0.0,-104.72,-13.47,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,19.5
1691433763.63908,1.538,-105.13,-14.16,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.64908,2.0386,-105.13,-14.16,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.65908,5.6433,-105.31,-13.75,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.66908,0.0,-105.31,-13.75,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.67908,1.0088,-106.31,-10.94,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.68908,2.1098,-106.81,-11.19,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,37.5
1691433763.69908,1.0244,-106.81,-11.19,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,37.5
1691433763.70908,0.0,-105.75,-11.81,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,37.5
1691433763.71908,6.6861,-105.73,-14.98,1.0,3.5,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,18.0
1691433763.7290802,10.184,-105.73,-14.98,2.65,16.22,2.56,6.735,-98.89,-10.84,25.0,,0.0,,,231.0
1691433763.7390802,0.0,-105.73,-14.98,2.65,16.22,2.56,6.735,-98.89,-10.84,25.0,,0.0,,,549.0
1691433763.7490802,0.0,-105.73,-14.98,2.65,16.22,2.56,6.735,-98.89,-10.84,25.0,,0.0,,,317.0
1691433763.7590802,0.0,-106.0,-14.31,2.65,16.22,2.56,6.735,-98.89,-10.84,25.0,,0.0,,,239.0
1691433763.7690802,0.0,-105.56,-13.28,2.65,16.22,2.56,6.735,-98.89,-10.84,25.0,,0.0,,,279.0
1691433763.7790804,0.0,-105.56,-13.28,3.43,26.35,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,118.0
1691433763.7890801,0.0,-105.63,-14.44,3.43,26.35,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,263.0
1691433763.7990801,0.0,-105.63,-14.44,3.43,26.35,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,662.0
1691433763.8090801,0.0,-105.63,-14.44,3.43,26.35,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,1501.5
1691433763.81908,0.0,-105.63,-14.44,6.09,24.26,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,32.0
1691433763.82908,41.7181,-105.63,-14.44,5.0,3.0,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,32.0
1691433763.83908,0.0,-105.63,-14.44,5.0,3.0,0.0,6.735,-98.89,-10.84,25.0,,0.0,,,999.0
1691433763.84908,0.0,-105.63,-14.44,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,469.0
1691433763.85908,0.0,-105.63,-14.44,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,469.0
1691433763.86908,5.6866,-108.56,-11.44,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,469.0
1691433763.87908,19.0239,-108.56,-11.44,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,1383.0
1691433763.88908,10.722999999999999,-112.31,-10.0,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,988.3333333333335
1691433763.89908,0.0,-111.59,-11.94,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,746.0
1691433763.90908,0.0,-111.59,-11.94,11.14,99.46,39.13,6.735,-98.89,-10.84,25.0,,0.0,,,389.0
1691433763.91908,0.0,-110.72,-11.28,10.5,66.78,13.95,6.735,-98.89,-10.84,25.0,,0.0,,,389.0
1691433763.92908,0.0,-111.0,-13.19,10.5,66.78,13.95,6.735,-98.89,-10.84,25.0,,0.0,,,389.0
1691433763.93908,0.0,-111.0,-13.19,10.5,66.78,13.95,6.735,-98.89,-10.84,25.0,,0.0,,,421.0
1691433763.94908,0.0,-110.88,-15.38,12.86,61.81,32.0,6.735,-98.89,-10.84,25.0,,0.0,,,243.0
1691433763.95908,0.0,-110.88,-15.38,12.33,99.2,6.52,6.735,-98.89,-10.84,25.0,,0.0,,,666.4285714285714
1691433763.96908,0.0,-108.06,-13.38,12.33,99.2,6.52,6.735,-98.89,-10.84,25.0,,0.0,,,706.0
1691433763.9790802,50.0393,-107.94,-16.19,12.33,99.2,6.52,6.735,-98.89,-10.84,25.0,,0.0,,,706.0
1691433763.9890802,0.0,-107.94,-11.38,11.17,68.87,9.76,6.735,-98.89,-10.84,25.0,,0.0,,,1956.0
1691433763.9990802,0.0,-108.13,-10.88,11.17,68.87,9.76,6.735,-93.21,-10.73,25.0,,0.0,,,819.0
1691433764.0090802,5.5724,-108.31,-14.88,10.43,99.29,4.35,6.735,-93.21,-10.73,25.0,,0.0,,,356.0
1691433764.0190802,19.6347,-108.94,-9.13,10.43,99.29,4.35,6.735,-93.21,-10.73,25.0,,0.0,,,1287.0
1691433764.0290804,24.5809,-109.56,-14.13,10.43,99.29,4.35,6.735,-93.21,-10.73,25.0,,0.0,,,1287.0
1691433764.0390801,4.0858,-109.56,-12.81,10.43,99.29,4.35,6.735,-93.21,-10.73,25.0,,0.0,,,1287.0
